primaryTumorLocation,cancerSubType,biopsySite,biopsyLocation,biopsyType
Ovary,,"lymph node","retrocaval",Lymph node
Ovary,,"lymph node","retroperitoneaal",Lymph node
Ovary,,"lymph node","right groin",Lymph node
Ovary,,"lymph node","supra clav left side",Lymph node
Ovary,,"lymph node","supra clavicular left",Lymph node
Ovary,,"lymph node","supraclaviculair left",Lymph node
Ovary,,"lymph node","supraclavicular left",Lymph node
Ovary,,"lymph node","supraclavicular leven 4/5 left",Lymph node
Ovary,,"lymph node","supraclavicular",Lymph node
Ovary,,"m. rectus abdominus","left",Muscle
Ovary,,"mamma","right lateral",Breast
Ovary,,"mass anterieur","against abdominal wall left of the left liverpoint",Abdomen/Abdominal wall
Ovary,,"nates","right",Abdomen/Abdominal wall
Ovary,,"null","intraperitoneale deposition left",Peritoneum/Omentum
Ovary,,"null","near to bladder",Abdomen/Abdominal wall
Ovary,,"null","omental deposition",Peritoneum/Omentum
Ovary,,"null","pelvic;abdominal; uterus/rectosigmoid/adnexen",Abdomen/Abdominal wall
Ovary,,"omentum majum","omentum majum near right diaphragm",Peritoneum/Omentum
Ovary,,"omentum","metastasis",Peritoneum/Omentum
Ovary,,"omentum","omentum",Peritoneum/Omentum
Ovary,,"omentum","paramedian peritoneal",Peritoneum/Omentum
Ovary,,"ovary","left ovary",Ovary
Ovary,,"para iliacal mass","para iliacal mass left",Abdomen/Abdominal wall
Ovary,,"peritoneum","abdomen left",Peritoneum/Omentum
Ovary,,"peritoneum","adipose",Peritoneum/Omentum
Ovary,,"peritoneum","buikwand",Peritoneum/Omentum
Ovary,,"peritoneum","intra-abdominal mass",Peritoneum/Omentum
Ovary,,"peritoneum","left paracolisch",Peritoneum/Omentum
Ovary,,"peritoneum","left",Peritoneum/Omentum
Ovary,,"peritoneum","mass in peritoneum",Peritoneum/Omentum
Ovary,,"peritoneum","next to the abdominal wall left paramediaan just below level of the navel",Peritoneum/Omentum
Ovary,,"peritoneum","omental cake right",Peritoneum/Omentum
Ovary,,"peritoneum","omental cake",Peritoneum/Omentum
Ovary,,"peritoneum","omental",Peritoneum/Omentum
Ovary,,"peritoneum","omentum",Peritoneum/Omentum
Ovary,,"peritoneum","para colic right",Peritoneum/Omentum
Ovary,,"peritoneum","para umbilicaal left omentum",Peritoneum/Omentum
Ovary,,"peritoneum","peritoneum left",Peritoneum/Omentum
Ovary,,"peritoneum","peritoneum",Peritoneum/Omentum
Ovary,,"peritoneum","right lower abdomen superficiality of the ilium",Peritoneum/Omentum
Ovary,,"peritoneum","right lower abdomen",Peritoneum/Omentum
Ovary,,"peritoneum","tumoreus layer on right diaphragm",Peritoneum/Omentum
Ovary,,"peritoneum","upper abdominal right para median",Peritoneum/Omentum
Ovary,,"peritoneum","ventral bladder",Peritoneum/Omentum
Ovary,,"peritoneum","ventrocaudaal",Peritoneum/Omentum
Ovary,,"peritonial lesion","abdomen",Peritoneum/Omentum
Ovary,,"primary","ovarian (inside)",Ovary
Ovary,,"primary","ovarium",Ovary
Ovary,,"rectum","along sacrum/os coccygys",Abdomen/Abdominal wall
Ovary,,"right axilla","right axilla",Lymph node
Ovary,,"right paracolisch right paracolisch","right paracolisch",Abdomen/Abdominal wall
Ovary,,"skin","belly",(Sub)cutane
Ovary,,"skin/ subcutaneous","distal scar of laparatomy above os pubis",(Sub)cutane
Ovary,,"skin/ subcutaneous","right site scapula",(Sub)cutane
Ovary,,"subcutane left abdominal","left abdominal",(Sub)cutane
Ovary,,"subcutus","tumormass near navel",(Sub)cutane
Ovary,,"thorax wall","right",Thorax/Thorax wall
Ovary,,"vagina","cuff",Vagina
Ovary,,"vagina","upper wall",Vagina
Ovary,,"vaginal","unknown",Vagina
Ovary,,"ventral abdomen","ventral abdomen",Abdomen/Abdominal wall
Pancreas,,"colon","colon",Colon/Rectum
Pancreas,,"liver","front",Liver
Pancreas,,"liver","laesie caudaal right liver lobe",Liver
Pancreas,,"liver","left liver lob",Liver
Pancreas,,"liver","left liver lobe metastasis",Liver
Pancreas,,"liver","left liver lobe",Liver
Pancreas,,"liver","left liver segment",Liver
Pancreas,,"liver","left lobe",Liver
Pancreas,,"liver","left side",Liver
Pancreas,,"liver","lesion segm 5",Liver
Pancreas,,"liver","liverlobe left",Liver
Pancreas,,"liver","lright lobe liver",Liver
Pancreas,,"liver","metastasis segment 3",Liver
Pancreas,,"liver","metastasis",Liver
Pancreas,,"liver","not specified",Liver
Pancreas,,"liver","null",Liver
Pancreas,,"liver","right hemilever",Liver
Pancreas,,"liver","right live lobe",Liver
Pancreas,,"liver","right liver lob",Liver
Pancreas,,"liver","right liver lobe",Liver
Pancreas,,"liver","right liverlob",Liver
Pancreas,,"liver","right liverlobe",Liver
Pancreas,,"liver","right lobe liver",Liver
Pancreas,,"liver","right lobe",Liver
Pancreas,,"liver","right",Liver
Pancreas,,"liver","segment 2/3",Liver
Pancreas,,"liver","segment 2/4",Liver
Pancreas,,"liver","segment 3",Liver
Pancreas,,"liver","segment 4",Liver
Pancreas,,"liver","segment 5",Liver
Pancreas,,"liver","segment 5/8",Liver
Pancreas,,"liver","segment 6",Liver
Pancreas,,"liver","segment 7",Liver
Pancreas,,"liver","segment 8",Liver
Pancreas,,"liver","segment iv",Liver
Pancreas,,"liver","segment unknown",Liver
Pancreas,,"liver","unknown",Liver
Pancreas,,"lung","left, dorsal",Lung
Pancreas,,"lymph node","supraclaviculair left",Lymph node
Pancreas,,"major duodenal papilla","major duodenal papilla",Small intestine
Pancreas,,"metastasis pancreascarcinoma","abdominal wall muscus rectus",Abdomen/Abdominal wall
Pancreas,,"musculus erector truncus spinae","musculus right",Muscle
Pancreas,,"oesophagus","laesion",Esophagus
Pancreas,,"omentum","abnormality lesion",Peritoneum/Omentum
Pancreas,,"omentum","omentum lesion right",Peritoneum/Omentum
Pancreas,,"ovarium","adnex right side",Peritoneum/Omentum
Pancreas,,"peritoneum","left",Peritoneum/Omentum
Pancreas,,"peritoneum","peritoneum",Peritoneum/Omentum
Pancreas,,"primary","from left side para median approach",Pancreas
Pancreas,,"primary","pancreas",Pancreas
Pancreas,,"subcutane right gluteal","subcutane gluteus right",(Sub)cutane
Pancreas,,"subcutane, right side just above the umbilicus","abdomen, near the umbilicus",(Sub)cutane
Pancreas,,"subcutaneous","next to navel",(Sub)cutane
Pancreas,,"supraclaviculair","supraclaviculair",Thorax/Thorax wall
Pancreas,NET,"liver","caudaal right liver lobe",Liver
Pancreas,NET,"liver","dorsal right lobe",Liver
Pancreas,NET,"liver","left lobe",Liver
Pancreas,NET,"liver","liver",Liver
Pancreas,NET,"liver","metastasis, not specified",Liver
Pancreas,NET,"liver","parenchym lobe right",Liver
Pancreas,NET,"liver","segment 2/3",Liver
Pancreas,NET,"liver","segment 4",Liver
Pancreas,NET,"liver","segment 5",Liver
Pancreas,NET,"liver","segment 6",Liver
Pancreas,NET,"liver","segment 7",Liver
Pancreas,NET,"liver","segment 8",Liver
Pancreas,NET,"liver","sement 4b, 5 or 6",Liver
Pancreas,NET,"peritoneum","lower abdomen right",Peritoneum/Omentum
Pancreas,NET,"primary","pancreas",Pancreas
Pancreas,Other,"abdominal wall","front",Abdomen/Abdominal wall
Prostate,,"adrenal gland","adrenal gland",Adrenal gland
Prostate,,"adrenal gland","left",Adrenal gland
Prostate,,"adrenal gland","resection",Adrenal gland
Prostate,,"bone","acetabulum right",Bone
Prostate,,"bone","bone marrow",Bone
Prostate,,"bone","bonemarrow",Bone
Prostate,,"bone","corpus th11",Bone
Prostate,,"bone","crista iliaca posterior superior",Bone
Prostate,,"bone","crista iliaca rechts",Bone
Prostate,,"bone","crista iliaca right",Bone
Prostate,,"bone","crista iliaca",Bone
Prostate,,"bone","crista",Bone
Prostate,,"bone","dorsal left os ilium",Bone
Prostate,,"bone","dorsal right ilac crest",Bone
Prostate,,"bone","hip",Bone
Prostate,,"bone","iliac crest left",Bone
Prostate,,"bone","l3",Bone
Prostate,,"bone","l4",Bone
Prostate,,"bone","laesie os ileum right side",Bone
Prostate,,"bone","left crista iliaca",Bone
Prostate,,"bone","left crista",Bone
Prostate,,"bone","left hipbone",Bone
Prostate,,"bone","left iliacal",Bone
Prostate,,"bone","left ilium",Bone
Prostate,,"bone","left os ilium",Bone
Prostate,,"bone","left os ischium",Bone
Prostate,,"bone","local lidocaine, transpedicular left",Bone
Prostate,,"bone","os ileum left",Bone
Prostate,,"bone","os ileum right",Bone
Prostate,,"bone","os ilium left",Bone
Prostate,,"bone","os ilium right side",Bone
Prostate,,"bone","os ilium right",Bone
Prostate,,"bone","os ilium",Bone
Prostate,,"bone","os ischium left",Bone
Prostate,,"bone","os pubis",Bone
Prostate,,"bone","os sacrum left",Bone
Prostate,,"bone","rib 5",Bone
Prostate,,"bone","right acetabulum",Bone
Prostate,,"bone","right crista",Bone
Prostate,,"bone","right dorsal ilium",Bone
Prostate,,"bone","right os ileum ventral",Bone
Prostate,,"bone","right os ileum",Bone
Prostate,,"bone","right os ilieum",Bone
Prostate,,"bone","right os ilium",Bone
Prostate,,"bone","right os ilium/ischium",Bone
Prostate,,"bone","right os sacrum",Bone
Prostate,,"bone","right wing of ilium",Bone
Prostate,,"bone","sacroiliac joint",Bone
Prostate,,"bone","spina iliaca anterior superior right",Bone
Prostate,,"bone","spine l4",Bone
Prostate,,"bone","spine: l3",Bone
Prostate,,"bone","th11",Bone
Prostate,,"bone","vertebra th4",Bone
Prostate,,"groin left","skin",(Sub)cutane
Prostate,,"in lower pelvis","left gluteus region",Bone
Prostate,,"intra-abdominal mass","region above belly button",Abdomen/Abdominal wall
Prostate,,"intraperitoneal mass","paramedian left",Abdomen/Abdominal wall
Prostate,,"kidney","anteromedial right kidney",Kidney
Prostate,,"kidney","pararenal",Kidney
Prostate,,"liver","left liver lobe",Liver
Prostate,,"liver","left lobe of the liver",Liver
Prostate,,"liver","left lobe",Liver
Prostate,,"liver","left",Liver
Prostate,,"liver","liver intercostal",Liver
Prostate,,"liver","liver left lobe",Liver
Prostate,,"liver","liver",Liver
Prostate,,"liver","right liver lobe",Liver
Prostate,,"liver","right lobe caudal",Liver
Prostate,,"liver","right lobe dorsocranial",Liver
Prostate,,"liver","right lobe",Liver
Prostate,,"liver","right side",Liver
Prostate,,"liver","segment 4",Liver
Prostate,,"liver","segment 5",Liver
Prostate,,"liver","segment 5/6",Liver
Prostate,,"liver","segment 6",Liver
Prostate,,"liver","segment 6/7",Liver
Prostate,,"liver","segment 7",Liver
Prostate,,"liver","segment 8",Liver
Prostate,,"liver","upper right lobe",Liver
Prostate,,"lower abdomen","cranial of umbullicus",Abdomen/Abdominal wall
Prostate,,"lung","dorsal lesion in the left chest wall at the height of costa 8",Thorax/Thorax wall
Prostate,,"lung","left upper lobe",Lung
Prostate,,"lung","right lower lobe",Lung
Prostate,,"lung","right underwriting",Lung
Prostate,,"lung","rok",Lung
Prostate,,"lymph node","abdominal",Lymph node
Prostate,,"lymph node","aortic caval lymphadenopathy",Lymph node
Prostate,,"lymph node","at kidney level",Lymph node
Prostate,,"lymph node","axilla left",Lymph node
Prostate,,"lymph node","axillair right",Lymph node
Prostate,,"lymph node","iliac gland right",Lymph node
Prostate,,"lymph node","iliaca externa",Lymph node
Prostate,,"lymph node","iliacale lymph node",Lymph node
Prostate,,"lymph node","infraclaviculair",Lymph node
Prostate,,"lymph node","inginual left",Lymph node
Prostate,,"lymph node","inhguinal right",Lymph node
Prostate,,"lymph node","left axillar",Lymph node
Prostate,,"lymph node","left axillary lymph node",Lymph node
Prostate,,"lymph node","left axillary",Lymph node
Prostate,,"lymph node","left inguinal",Lymph node
Prostate,,"lymph node","left obturatorius loge",Lymph node
Prostate,,"lymph node","left side neck",Lymph node
Prostate,,"lymph node","low para iliac left",Lymph node
Prostate,,"lymph node","lymph gland mass",Lymph node
Prostate,,"lymph node","lymph glands throat left",Lymph node
Prostate,,"lymph node","lymph node neck right",Lymph node
Prostate,,"lymph node","lymph node neck",Lymph node
Prostate,,"lymph node","lymph nodes pelvis",Lymph node
Prostate,,"lymph node","mass small pelvis",Lymph node
Prostate,,"lymph node","neck 3/4 left",Lymph node
Prostate,,"lymph node","neck left side",Lymph node
Prostate,,"lymph node","neck right",Lymph node
Prostate,,"lymph node","neck",Lymph node
Prostate,,"lymph node","null",Lymph node
Prostate,,"lymph node","obturator right",Lymph node
Prostate,,"lymph node","obturatorloge",Lymph node
Prostate,,"lymph node","para aortal left (intra abdominal)",Lymph node
Prostate,,"lymph node","para aortal left",Lymph node
Prostate,,"lymph node","para aortal mass",Lymph node
Prostate,,"lymph node","para aortal right",Lymph node
Prostate,,"lymph node","para aortal",Lymph node
Prostate,,"lymph node","para-aortal left",Lymph node
Prostate,,"lymph node","para-aortale klier",Lymph node
Prostate,,"lymph node","para-aorthaal",Lymph node
Prostate,,"lymph node","para-iliac lymph node right",Lymph node
Prostate,,"lymph node","para-iliacal (right)",Lymph node
Prostate,,"lymph node","para-iliacal left",Lymph node
Prostate,,"lymph node","para-iliacal right",Lymph node
Prostate,,"lymph node","para-iliacal",Lymph node
Prostate,,"lymph node","paraclavicular left",Lymph node
Prostate,,"lymph node","parailiacaal",Lymph node
Prostate,,"lymph node","periclavicular",Lymph node
Prostate,,"lymph node","peritoneum",Lymph node
Prostate,,"lymph node","retro-auriculair left",Lymph node
Prostate,,"lymph node","retroperitoneal left",Lymph node
Prostate,,"lymph node","retroperitoneal lymph node",Lymph node
Prostate,,"lymph node","retroperitoneal",Lymph node
Prostate,,"lymph node","retropertional para-aortal left",Lymph node
Prostate,,"lymph node","right axilla",Lymph node
Prostate,,"lymph node","right groin",Lymph node
Prostate,,"lymph node","right iliac",Lymph node
Prostate,,"lymph node","right iliacal",Lymph node
Prostate,,"lymph node","right inguinal",Lymph node
Prostate,,"lymph node","right para-iliacal",Lymph node
Prostate,,"lymph node","right side of neck",Lymph node
Prostate,,"lymph node","right supraclavicular",Lymph node
Prostate,,"lymph node","sub-clavicular right",Lymph node
Prostate,,"lymph node","subclavicular",Lymph node
Prostate,,"lymph node","subpectoral left",Lymph node
Prostate,,"lymph node","supraclaviculair",Lymph node
Prostate,,"lymph node","supraclavicular left",Lymph node
Prostate,,"lymph node","supraclavicular neck",Lymph node
Prostate,,"lymph node","supraclavicular right",Lymph node
Prostate,,"lymph node","supraclavicular",Lymph node
Prostate,,"lymph node","upper arm right",Lymph node
Prostate,,"para-aortal abdominal","para-aortal mass",Abdomen/Abdominal wall
Prostate,,"penis","corona",Penis
Prostate,,"peritoneum","left para-aortic retro-peritoneal",Peritoneum/Omentum
Prostate,,"peritoneum","lymph mass retroperitoneal",Peritoneum/Omentum
Prostate,,"peritoneum","omentum",Peritoneum/Omentum
Prostate,,"presternal","at the height of the haert",Thorax/Thorax wall
Prostate,,"primary","prostate (tur-p)",Prostate
Prostate,,"primary","prostate",Prostate
Prostate,,"prostate","prostate",Prostate
Prostate,,"psoas","right site",Muscle
Prostate,,"rectum","mesorectale fascie",Colon/Rectum
Prostate,,"soft tissue","left gluteal",Muscle
Prostate,,"soft tissue","left para aortic",Abdomen/Abdominal wall
Prostate,,"soft tissue","massa os ilium",Bone
Prostate,,"soft tissue","upper thoracic wall, left",Thorax/Thorax wall
Prostate,,"subcutis","left eyebrow & sternum",(Sub)cutane
Prostate,,"urinary bladder","na",Bladder
Prostate,,"urinary tract","bladder",Bladder
Skin,,"lymph node","groin left",Lymph node
Skin,,"lymph node","left axilla",Lymph node
Skin,,"lymph node","left axillary",Lymph node
Skin,,"null","retro peritonial left",(Sub)cutane
Skin,,"skin","skin",(Sub)cutane
Skin,,"skin","subcutus right leg",(Sub)cutane
Skin,Basal cell carcinoma,"primary","scalp",(Sub)cutane
Skin,Basal cell carcinoma,"skin","skin",(Sub)cutane
Skin,Melanoma,"abdomen","lower abdomen left",ABdomen/Abdominal wall
Skin,Melanoma,"abdomen","para-iliacal",Abdomen/Abdominal wall
Skin,Melanoma,"abdomen","subcutis",(Sub)cutane
Skin,Melanoma,"abdominal wall","abdominal wall",Abdomen/Abdominal wall
Skin,Melanoma,"abdominal wall","ventral median left",Abdomen/Abdominal wall
Skin,Melanoma,"abdominal","left",(Sub)cutane
Skin,Melanoma,"adrenal gland","r. adrenal",Adrenal gland
Skin,Melanoma,"axilla","left",(Sub)cutane
Skin,Melanoma,"axillary","left",(Sub)cutane
Skin,Melanoma,"back","subcutaneous lesion left side, dorsal iliacal",(Sub)cutane
Skin,Melanoma,"below left nipple","subcutaneous",(Sub)cutane
Skin,Melanoma,"bone","costa 10/11",Bone
Skin,Melanoma,"bone","glenoid left",Bone
Skin,Melanoma,"bone","ileum left",Bone
Skin,Melanoma,"bone","os ilium left",Bone
Skin,Melanoma,"bone","vertebra l4",Bone
Skin,Melanoma,"breast/mamma","cranial of the left mamma nipple",(Sub)cutane
Skin,Melanoma,"cutan","forehead left",(Sub)cutane
Skin,Melanoma,"cutaneous","right flank",(Sub)cutane
Skin,Melanoma,"gland in the neck","left",Head and neck
Skin,Melanoma,"in-transit metastasis","right lower leg",(Sub)cutane
Skin,Melanoma,"inguinal","abnormility",(Sub)cutane
Skin,Melanoma,"intestins","nd",(Sub)cutane
Skin,Melanoma,"lacrimal sac","lacrimal sac, oculus sinistra",Head and neck
Skin,Melanoma,"left axilla","left axilla",Lymph node
Skin,Melanoma,"left mamma","subcutaneous",(Sub)cutane
Skin,Melanoma,"left maximus gluteus","subcutaneous",(Sub)cutane
Skin,Melanoma,"leg","subcutaneous upperleg right",(Sub)cutane
Skin,Melanoma,"lesion subcutaneous","right groin",(Sub)cutane
Skin,Melanoma,"liver","caudal right",Liver
Skin,Melanoma,"liver","central",Liver
Skin,Melanoma,"liver","high",Liver
Skin,Melanoma,"liver","left hemiliver",Liver
Skin,Melanoma,"liver","left lobe",Liver
Skin,Melanoma,"liver","left",Liver
Skin,Melanoma,"liver","liver",Liver
Skin,Melanoma,"liver","right lateral",Liver
Skin,Melanoma,"liver","right lobe",Liver
Skin,Melanoma,"liver","segment 2/3",Liver
Skin,Melanoma,"liver","segment 3",Liver
Skin,Melanoma,"liver","segment 4a",Liver
Skin,Melanoma,"liver","segment 5, right",Liver
Skin,Melanoma,"liver","segment 5",Liver
Skin,Melanoma,"liver","segment 5/6",Liver
Skin,Melanoma,"liver","segment 6",Liver
Skin,Melanoma,"liver","segment 8",Liver
Skin,Melanoma,"liver","transition segment 5/6",Liver
Skin,Melanoma,"lung","inguinal left",(Sub)cutane
Skin,Melanoma,"lung","left lung",Lung
Skin,Melanoma,"lung","left upper lobe",Lung
Skin,Melanoma,"lung","left upperlobe",Lung
Skin,Melanoma,"lung","metastasis",Lung
Skin,Melanoma,"lung","pleura dorsobasal right",Lung
Skin,Melanoma,"lymph node","abdomen",Lymph node
Skin,Melanoma,"lymph node","axila",Lymph node
Skin,Melanoma,"lymph node","axilla left",Lymph node
Skin,Melanoma,"lymph node","axilla right",Lymph node
Skin,Melanoma,"lymph node","axilla",Lymph node
Skin,Melanoma,"lymph node","axillair left",Lymph node
Skin,Melanoma,"lymph node","axillar left",Lymph node
Skin,Melanoma,"lymph node","axillary left",Lymph node
Skin,Melanoma,"lymph node","axillary right",Lymph node
Skin,Melanoma,"lymph node","corner of left jaw",Lymph node
Skin,Melanoma,"lymph node","cortex",Lymph node
Skin,Melanoma,"lymph node","groin left side",Lymph node
Skin,Melanoma,"lymph node","iliacale left",Lymph node
Skin,Melanoma,"lymph node","inguinal r",Lymph node
Skin,Melanoma,"lymph node","inguinal region right",Lymph node
Skin,Melanoma,"lymph node","inguinal right",Lymph node
Skin,Melanoma,"lymph node","inguinal",Lymph node
Skin,Melanoma,"lymph node","left armpit",Lymph node
Skin,Melanoma,"lymph node","left axilla",Lymph node
Skin,Melanoma,"lymph node","left axillair",Lymph node
Skin,Melanoma,"lymph node","left axillary",Lymph node
Skin,Melanoma,"lymph node","left groin",Lymph node
Skin,Melanoma,"lymph node","left iliacal",Lymph node
Skin,Melanoma,"lymph node","left inguinal",Lymph node
Skin,Melanoma,"lymph node","left neck",Lymph node
Skin,Melanoma,"lymph node","left subclavicular",Lymph node
Skin,Melanoma,"lymph node","left supraclavicular",Lymph node
Skin,Melanoma,"lymph node","level 5 right",Lymph node
Skin,Melanoma,"lymph node","lymfe node supraclaviculair left",Lymph node
Skin,Melanoma,"lymph node","metastasis",Lymph node
Skin,Melanoma,"lymph node","multiple lymph nodes right neck (level 1,2,3)",Lymph node
Skin,Melanoma,"lymph node","neck right",Lymph node
Skin,Melanoma,"lymph node","neck, left side",Head and Neck
Skin,Melanoma,"lymph node","neck",Lymph node
Skin,Melanoma,"lymph node","para-iliacal left",Lymph node
Skin,Melanoma,"lymph node","periclaviculair left",Lymph node
Skin,Melanoma,"lymph node","retroperitoneaal",Lymph node
Skin,Melanoma,"lymph node","retroperitoneal, para aortal left",Lymph node
Skin,Melanoma,"lymph node","right axilla metastasis",Lymph node
Skin,Melanoma,"lymph node","right axillair",Lymph node
Skin,Melanoma,"lymph node","right axillary",Lymph node
Skin,Melanoma,"lymph node","right flank",Lymph node
Skin,Melanoma,"lymph node","right groin",Lymph node
Skin,Melanoma,"lymph node","right inguinal nodes",Lymph node
Skin,Melanoma,"lymph node","right inguinal",Lymph node
Skin,Melanoma,"lymph node","right side para- iliacale",Lymph node
Skin,Melanoma,"lymph node","subcutaneous, left groin",Lymph node
Skin,Melanoma,"lymph node","supraclaviculair left",Lymph node
Skin,Melanoma,"lymph node","supraclavicular left",Lymph node
Skin,Melanoma,"lymph node","supraclavicular",Lymph node
Skin,Melanoma,"lymph node","thorax left",Lymph node
Skin,Melanoma,"mamma","right breast (cutaneously)",(Sub)cutane
Skin,Melanoma,"mamma","subcutaneous, ventral from axillar veins",(Sub)cutane
Skin,Melanoma,"mass inguinal","inguinal left",(Sub)cutane
Skin,Melanoma,"melanonoma","cutane metastase melanoma",(Sub)cutane
Skin,Melanoma,"mestastasis","left inguinal",(Sub)cutane
Skin,Melanoma,"muscle","left upperleg",(Sub)cutane
Skin,Melanoma,"muscle","m erector spinae right",(Sub)cutane
Skin,Melanoma,"neck","jugular gland left",Head and neck
Skin,Melanoma,"neck","neck",(Sub)cutane
Skin,Melanoma,"paravertebral","abdomen",(Sub)cutane
Skin,Melanoma,"parevertebral","left",Thorax/Thorax wall
Skin,Melanoma,"pelvis","pelvis",Bone
Skin,Melanoma,"peritoneum","left paracolic",Peritoneum/Omentum
Skin,Melanoma,"primary","left lower leg",(Sub)cutane
Skin,Melanoma,"primary","lesion head",(Sub)cutane
Skin,Melanoma,"primary","lower back",(Sub)cutane
Skin,Melanoma,"primary","m pectoralis mass",(Sub)cutane
Skin,Melanoma,"primary","melanoma right scapula point",(Sub)cutane
Skin,Melanoma,"primary","melanoma right scapula",(Sub)cutane
Skin,Melanoma,"primary","neck right",(Sub)cutane
Skin,Melanoma,"primary","skin behind left ear",(Sub)cutane
Skin,Melanoma,"primary","skin left lower leg",(Sub)cutane
Skin,Melanoma,"primary","soft tissue right near scapula",(Sub)cutane
Skin,Melanoma,"primary","subcutaneous nodulus arm",(Sub)cutane
Skin,Melanoma,"scapula","right side",(Sub)cutane
Skin,Melanoma,"skin lesion","scalp",(Sub)cutane
Skin,Melanoma,"skin, medial left upper leg","medial left upper leg",(Sub)cutane
Skin,Melanoma,"skin","cranium",(Sub)cutane
Skin,Melanoma,"skin","head",(Sub)cutane
Skin,Melanoma,"skin","left shoulder",(Sub)cutane
Skin,Melanoma,"skin","left underarm",(Sub)cutane
Skin,Melanoma,"skin","left upper leg",(Sub)cutane
Skin,Melanoma,"skin","noduli on the scalp",(Sub)cutane
Skin,Melanoma,"skin","pectoralis right, nipple area left",(Sub)cutane
Skin,Melanoma,"skin","re couer melanoom",(Sub)cutane
Skin,Melanoma,"skin","right flank",(Sub)cutane
Skin,Melanoma,"skin","right groin",(Sub)cutane
Skin,Melanoma,"skin","right leg",(Sub)cutane
Skin,Melanoma,"skin","shoulder right",(Sub)cutane
Skin,Melanoma,"skin","subcutane left knee",(Sub)cutane
Skin,Melanoma,"skin","subcutaneous axilla right",(Sub)cutane
Skin,Melanoma,"skin","subcutis frontal",(Sub)cutane
Skin,Melanoma,"skin","subcutis right laterale femur",(Sub)cutane
Skin,Melanoma,"skin","subcutis",(Sub)cutane
Skin,Melanoma,"skin","temporalis",(Sub)cutane
Skin,Melanoma,"skin","unknown",(Sub)cutane
Skin,Melanoma,"skin/ subcutaneous","skin/ subcutaneous: lateralof the face",(Sub)cutane
Skin,Melanoma,"skin/subcutaneous","chest left",(Sub)cutane
Skin,Melanoma,"skin/subcutaneous","left inguinal",(Sub)cutane
Skin,Melanoma,"skin/subcutaneous","left upper abdomen",(Sub)cutane
Skin,Melanoma,"skin/subcutaneous","melanoma left chest",(Sub)cutane
Skin,Melanoma,"skin/subcutaneous","right flanc",(Sub)cutane
Skin,Melanoma,"skin/subcutaneous","thoracic wall left",(sub)cutane
Skin,Melanoma,"skin/subcutaneous","ventral side abdomen/ omentum/peritoneum",(Sub)cutane
Skin,Melanoma,"soft tissue","mamma right",(Sub)cutane
Skin,Melanoma,"soft tissue","presternal",Thorax/Thorax wall
Skin,Melanoma,"soft tissue","right upper arm",(Sub)cutane
Skin,Melanoma,"soft tissue","subcutaneous axilla right",(Sub)cutane
Skin,Melanoma,"soft tissue","subcutaneous",(Sub)cutane
Skin,Melanoma,"subcatenous","chin",(Sub)cutane
Skin,Melanoma,"subcutane metastasis.","paravertebraal right side",(Sub)cutane
Skin,Melanoma,"subcutane","close to left shoulder joint",(Sub)cutane
Skin,Melanoma,"subcutaneous mass","left axilla",(Sub)cutane
Skin,Melanoma,"subcutaneous metastasis","right axilla",(Sub)cutane
Skin,Melanoma,"subcutaneous","abdomen",(Sub)cutane
Skin,Melanoma,"subcutaneous","lesion left upper arm lateral side",(Sub)cutane
Skin,Melanoma,"subcutaneous","lower back",(Sub)cutane
Skin,Melanoma,"subcutaneous","right lower arm",(Sub)cutane
Skin,Melanoma,"subcutaneous","supra-clavicular right",(Sub)cutane
Skin,Melanoma,"subcutaneus leasion","back",(Sub)cutane
Skin,Melanoma,"subcutis","back dorsal",(Sub)cutane
Skin,Melanoma,"subcutis","medial proximal left upper leg",(Sub)cutane
Skin,Melanoma,"subcutis","right femur",(Sub)cutane
Skin,Melanoma,"subcutis","right shoulder",(Sub)cutane
Skin,Melanoma,"subcutis","right upperarm",(Sub)cutane
Skin,Melanoma,"thoracic wall","left",Thorax/Thorax wall
Skin,Melanoma,"thoraric wall","right",Thorax/Thorax wall
Skin,Melanoma,"thorax wall","dorsal against 12th costa left",Thorax/Thorax wall
Skin,Melanoma,"thorax wall","left",Thorax/Thorax wall
Skin,Melanoma,"thorax","thorax wall left",Thorax/Thorax wall
Skin,Melanoma,"upperarm","left",(Sub)cutane
Skin,Other,"adrenal gland","left side",Adrenal gland
Skin,Skin squamous cell carcinoma,"lymph node","inguinal right",Lymph node
Skin,Skin squamous cell carcinoma,"lymph node","right groin",Lymph node
Skin,Skin squamous cell carcinoma,"ulcus neck","ulcus neck",(Sub)cutane
Skin,Vulva,"liver","leasion right lobe",Liver
Skin,Vulva,"lymph node","vulvar lymphangitis carcinomatosa",Lymph node
Skin,Vulva,"null","vulva",Uterus
Small intestine,Duodenum,"liver","left liver lobe",Liver
Small intestine,Duodenum,"liver","left",Liver
Small intestine,Duodenum,"omentum","central abdomen",Peritoneum/Omentum
Small intestine,NET,"kidney","mass left kidney",Kidney
Small intestine,NET,"liver","-",Liver
Small intestine,NET,"liver","hoog in segment 3",Liver
Small intestine,NET,"liver","left liver lab",Liver
Small intestine,NET,"liver","liver",Liver
Small intestine,NET,"liver","right",Liver
Small intestine,NET,"liver","segment 2",Liver
Small intestine,NET,"liver","segment 3",Liver
